fengyue_rscs_v1.0.1.2096.apk 2018-04-24 23:26:18 [gameid:1 plat:0 风月-末日残响（内测版）, bundleId:com.fy.rycs.test, cdn:http://192.168.8.68/mgameres/renyu/, target:23]
com.dljx.asdk.v1.0.9.2670.apk 2019-07-03 20:29:13 [gameid:6001 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒wf, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2671.apk 2019-07-04 10:35:23 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒wf, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2672.apk 2019-07-04 16:48:46 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒wf, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2673.apk 2019-07-05 11:18:06 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒wf, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2674.apk 2019-07-06 11:01:58 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2676.apk 2019-07-08 14:52:08 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2677.apk 2019-07-08 15:01:12 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2678.apk 2019-07-08 15:58:20 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.dljx.wf.v1.0.9.2679.apk 2019-07-08 19:50:06 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2684.apk 2019-07-09 20:24:12 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2685.apk 2019-07-16 17:55:50 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2686.apk 2019-07-16 18:15:43 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2687.apk 2019-07-16 19:53:41 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2688.apk 2019-07-17 11:46:59 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.dldl.cdntest.v1.0.9.2689.apk 2019-07-17 19:46:02 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.dljx.wf.v1.0.9.2690.apk 2019-07-24 18:34:37 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.wf.v1.0.9.2691.apk 2019-07-26 20:43:52 [gameid:6002 plat:3 中南值尚ASDK-斗罗-正式包（接入SDK的）-斗罗大陆之史莱克归来, bundleId:com.dljx.wf, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.dldl.cdntest.v1.0.9.2692.apk 2019-08-02 01:08:12 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
